Logical Reasoning,Communication Skills,Quantitative Skills,Analytical Skills,High School CGPA,Stream,Stream_Point,AveragePoint,Recommended Course
4,10,10,0,7.87,Humanities,5,5.533333333,Philosophy (B.A)
4,0,4,2,6.97,Science,8,7.283333333,Biology (B.Sc)
0,10,10,6,6.3,Commerce,6,6.8,International Business (B.Com)
4,8,2,10,9.04,Humanities,5,5.483333333,Sociology (B.A)
10,8,2,4,9.72,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,0,0,9.68,Commerce,6,6.733333333,Economics (B.Com)
4,10,6,0,8.47,Humanities,5,6.633333333,Political Science (B.A)
4,10,4,4,7.5,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,2,0,10,8.2,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,6,0,8.72,Humanities,5,5.583333333,Art History (B.A)
4,0,10,2,8.65,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,10,6,9.17,Commerce,6,6.833333333,Finance (B.Com)
10,4,10,0,7.64,Humanities,5,5.516666667,History (B.A)
2,4,8,4,6.94,Science,8,7.35,Psychology (B.Sc)
0,8,0,4,8.47,Commerce,6,6.9,Marketing (B.Com)
8,4,8,0,8.62,Humanities,5,6.266666667,English Literature (B.A)
0,8,10,10,8.39,Science,8,7.466666667,Physics (B.Sc)
0,6,6,4,7.53,Commerce,6,6.833333333,Accounting (B.Com)
10,4,2,4,7.3,Humanities,5,5.533333333,Philosophy (B.A)
10,8,8,6,6.68,Science,8,7.283333333,Biology (B.Sc)
8,0,4,10,6.91,Commerce,6,6.8,International Business (B.Com)
6,8,0,8,6,Humanities,5,5.483333333,Sociology (B.A)
10,2,2,2,9.5,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,10,4,8.86,Commerce,6,6.733333333,Economics (B.Com)
2,8,8,6,7.47,Humanities,5,6.633333333,Political Science (B.A)
0,4,6,6,6.45,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,6,6,4,5.84,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,0,0,4,6.1,Humanities,5,5.583333333,Art History (B.A)
4,0,4,6,7.46,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,10,2,2,5.43,Commerce,6,6.833333333,Finance (B.Com)
6,6,0,6,9.26,Humanities,5,5.516666667,History (B.A)
4,8,0,0,7.15,Science,8,7.35,Psychology (B.Sc)
6,2,10,8,8.57,Commerce,6,6.9,Marketing (B.Com)
4,4,2,6,6.61,Humanities,5,6.266666667,English Literature (B.A)
2,2,10,2,7.84,Science,8,7.466666667,Physics (B.Sc)
2,6,0,6,5.87,Commerce,6,6.833333333,Accounting (B.Com)
4,8,6,10,7.9,Humanities,5,5.533333333,Philosophy (B.A)
0,2,2,2,6.92,Science,8,7.283333333,Biology (B.Sc)
2,0,8,2,5.71,Commerce,6,6.8,International Business (B.Com)
6,8,0,10,5.67,Humanities,5,5.483333333,Sociology (B.A)
6,6,10,6,9.51,Science,8,7.666666667,Computer Engineering (B.Tech)
10,2,4,8,7.86,Commerce,6,6.733333333,Economics (B.Com)
0,0,8,8,9.36,Humanities,5,6.633333333,Political Science (B.A)
0,4,8,0,7.94,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,2,4,8,9.68,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,4,0,10,9.3,Humanities,5,5.583333333,Art History (B.A)
8,8,0,10,5.65,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,2,8,0,9.35,Commerce,6,6.833333333,Finance (B.Com)
0,4,2,10,6.17,Humanities,5,5.516666667,History (B.A)
4,8,6,0,9.71,Science,8,7.35,Psychology (B.Sc)
8,8,10,10,8,Commerce,6,6.9,Marketing (B.Com)
8,6,8,0,8.18,Humanities,5,6.266666667,English Literature (B.A)
4,10,6,6,6.46,Science,8,7.466666667,Physics (B.Sc)
0,0,10,2,7.2,Commerce,6,6.833333333,Accounting (B.Com)
6,6,8,2,8.02,Humanities,5,5.533333333,Philosophy (B.A)
4,4,6,8,5.16,Science,8,7.283333333,Biology (B.Sc)
6,2,0,8,6.91,Commerce,6,6.8,International Business (B.Com)
10,8,6,0,8.68,Humanities,5,5.483333333,Sociology (B.A)
0,6,10,6,6.47,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,0,6,8.1,Commerce,6,6.733333333,Economics (B.Com)
6,10,2,2,6.79,Humanities,5,6.633333333,Political Science (B.A)
10,2,10,2,7.1,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,2,6,0,5.41,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,4,10,10,9.37,Humanities,5,5.583333333,Art History (B.A)
6,0,4,6,7.19,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,0,8,8,5.66,Commerce,6,6.833333333,Finance (B.Com)
10,8,2,10,5.01,Humanities,5,5.516666667,History (B.A)
6,6,10,4,7.57,Science,8,7.35,Psychology (B.Sc)
2,10,0,8,7.79,Commerce,6,6.9,Marketing (B.Com)
10,6,4,6,9.59,Humanities,5,6.266666667,English Literature (B.A)
0,6,8,8,6.81,Science,8,7.466666667,Physics (B.Sc)
2,4,2,4,9.54,Commerce,6,6.833333333,Accounting (B.Com)
4,10,8,6,6.87,Humanities,5,5.533333333,Philosophy (B.A)
10,4,6,0,9.82,Science,8,7.283333333,Biology (B.Sc)
6,10,0,6,7.63,Commerce,6,6.8,International Business (B.Com)
4,0,8,8,6.06,Humanities,5,5.483333333,Sociology (B.A)
4,10,10,6,8.32,Science,8,7.666666667,Computer Engineering (B.Tech)
10,4,0,10,8.63,Commerce,6,6.733333333,Economics (B.Com)
10,10,4,10,7.37,Humanities,5,6.633333333,Political Science (B.A)
2,2,0,8,7.58,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,6,2,4,6.02,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,4,4,8,9.13,Humanities,5,5.583333333,Art History (B.A)
6,6,6,0,8.87,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,10,10,4,5.07,Commerce,6,6.833333333,Finance (B.Com)
8,10,8,8,5.14,Humanities,5,5.516666667,History (B.A)
4,4,8,0,5.93,Science,8,7.35,Psychology (B.Sc)
2,4,8,0,8.45,Commerce,6,6.9,Marketing (B.Com)
10,0,8,6,8,Humanities,5,6.266666667,English Literature (B.A)
10,10,8,0,7.5,Science,8,7.466666667,Physics (B.Sc)
2,4,4,10,6.23,Commerce,6,6.833333333,Accounting (B.Com)
2,0,0,0,6.26,Humanities,5,5.533333333,Philosophy (B.A)
4,8,8,4,8.57,Science,8,7.283333333,Biology (B.Sc)
4,0,0,4,7.38,Commerce,6,6.8,International Business (B.Com)
6,2,2,2,9.77,Humanities,5,5.483333333,Sociology (B.A)
2,8,8,0,9.99,Science,8,7.666666667,Computer Engineering (B.Tech)
10,10,2,8,7.74,Commerce,6,6.733333333,Economics (B.Com)
2,8,10,2,8.06,Humanities,5,6.633333333,Political Science (B.A)
4,4,0,8,7.77,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,10,0,8,8.84,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,2,4,10,9.65,Humanities,5,5.583333333,Art History (B.A)
0,6,0,8,9.35,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,2,4,4,6.03,Commerce,6,6.833333333,Finance (B.Com)
2,6,8,2,9.94,Humanities,5,5.516666667,History (B.A)
8,10,8,6,8.55,Science,8,7.35,Psychology (B.Sc)
10,4,8,6,6.53,Commerce,6,6.9,Marketing (B.Com)
8,6,2,6,9.58,Humanities,5,6.266666667,English Literature (B.A)
6,10,10,2,9.27,Science,8,7.466666667,Physics (B.Sc)
0,4,4,10,6.22,Commerce,6,6.833333333,Accounting (B.Com)
10,2,0,6,8.25,Humanities,5,5.533333333,Philosophy (B.A)
4,0,4,0,8.5,Science,8,7.283333333,Biology (B.Sc)
0,8,2,10,7.82,Commerce,6,6.8,International Business (B.Com)
2,6,6,0,8.31,Humanities,5,5.483333333,Sociology (B.A)
2,10,6,4,6.14,Science,8,7.666666667,Computer Engineering (B.Tech)
4,0,8,2,5.93,Commerce,6,6.733333333,Economics (B.Com)
0,4,6,8,8.2,Humanities,5,6.633333333,Political Science (B.A)
2,8,10,8,6.11,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,6,0,2,5.43,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,6,4,4,8.4,Humanities,5,5.583333333,Art History (B.A)
4,2,8,4,7.38,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,10,2,8.37,Commerce,6,6.833333333,Finance (B.Com)
2,10,4,2,7.95,Humanities,5,5.516666667,History (B.A)
0,0,6,6,8.46,Science,8,7.35,Psychology (B.Sc)
6,6,6,10,6.44,Commerce,6,6.9,Marketing (B.Com)
10,2,2,8,6.51,Humanities,5,6.266666667,English Literature (B.A)
0,6,0,2,8.14,Science,8,7.466666667,Physics (B.Sc)
0,8,4,8,9.42,Commerce,6,6.833333333,Accounting (B.Com)
8,8,2,0,7.25,Humanities,5,5.533333333,Philosophy (B.A)
6,4,4,10,5.54,Science,8,7.283333333,Biology (B.Sc)
4,10,2,6,7.51,Commerce,6,6.8,International Business (B.Com)
2,6,6,2,7.38,Humanities,5,5.483333333,Sociology (B.A)
6,4,0,0,9.61,Science,8,7.666666667,Computer Engineering (B.Tech)
2,10,0,0,9.45,Commerce,6,6.733333333,Economics (B.Com)
8,4,4,0,7.12,Humanities,5,6.633333333,Political Science (B.A)
8,4,6,8,9.79,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,0,10,2,6.46,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,8,8,4,6.85,Humanities,5,5.583333333,Art History (B.A)
2,6,8,10,6.87,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,10,10,4,5.19,Commerce,6,6.833333333,Finance (B.Com)
6,2,10,6,8.38,Humanities,5,5.516666667,History (B.A)
0,2,4,4,8.59,Science,8,7.35,Psychology (B.Sc)
6,6,8,4,8.26,Commerce,6,6.9,Marketing (B.Com)
6,2,10,4,7.96,Humanities,5,6.266666667,English Literature (B.A)
6,2,6,4,7.36,Science,8,7.466666667,Physics (B.Sc)
6,8,4,10,8.57,Commerce,6,6.833333333,Accounting (B.Com)
2,0,6,0,8.05,Humanities,5,5.533333333,Philosophy (B.A)
2,0,0,6,5.62,Science,8,7.283333333,Biology (B.Sc)
2,10,6,6,7.16,Commerce,6,6.8,International Business (B.Com)
4,4,2,10,6.71,Humanities,5,5.483333333,Sociology (B.A)
2,8,8,8,5.75,Science,8,7.666666667,Computer Engineering (B.Tech)
10,0,10,6,9.01,Commerce,6,6.733333333,Economics (B.Com)
8,4,4,10,5.84,Humanities,5,6.633333333,Political Science (B.A)
4,4,2,0,8.95,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,8,2,6,8.87,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,8,6,0,7.91,Humanities,5,5.583333333,Art History (B.A)
10,0,2,4,6.23,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,4,10,2,9.99,Commerce,6,6.833333333,Finance (B.Com)
6,2,2,0,5.98,Humanities,5,5.516666667,History (B.A)
2,10,4,8,6.3,Science,8,7.35,Psychology (B.Sc)
6,8,6,10,6.07,Commerce,6,6.9,Marketing (B.Com)
4,4,4,4,9.03,Humanities,5,6.266666667,English Literature (B.A)
10,10,10,2,7.41,Science,8,7.466666667,Physics (B.Sc)
8,10,4,2,9.79,Commerce,6,6.833333333,Accounting (B.Com)
6,0,6,8,9.74,Humanities,5,5.533333333,Philosophy (B.A)
0,2,0,4,7.01,Science,8,7.283333333,Biology (B.Sc)
0,0,0,8,5.15,Commerce,6,6.8,International Business (B.Com)
4,6,10,6,5.72,Humanities,5,5.483333333,Sociology (B.A)
4,2,2,0,8.8,Science,8,7.666666667,Computer Engineering (B.Tech)
8,2,10,8,7.95,Commerce,6,6.733333333,Economics (B.Com)
6,4,8,2,5.18,Humanities,5,6.633333333,Political Science (B.A)
8,0,10,6,9.99,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,2,2,10,9.18,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,2,0,2,9.67,Humanities,5,5.583333333,Art History (B.A)
4,2,2,10,6,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,6,6,10,9.86,Commerce,6,6.833333333,Finance (B.Com)
0,2,6,4,9.36,Humanities,5,5.516666667,History (B.A)
2,6,2,0,8.17,Science,8,7.35,Psychology (B.Sc)
2,8,6,0,8.23,Commerce,6,6.9,Marketing (B.Com)
0,4,6,8,6.41,Humanities,5,6.266666667,English Literature (B.A)
10,0,6,2,7.66,Science,8,7.466666667,Physics (B.Sc)
8,2,10,10,5.88,Commerce,6,6.833333333,Accounting (B.Com)
8,4,10,0,6.67,Humanities,5,5.533333333,Philosophy (B.A)
8,4,6,8,6.7,Science,8,7.283333333,Biology (B.Sc)
4,2,6,10,6.23,Commerce,6,6.8,International Business (B.Com)
2,2,6,10,5.85,Humanities,5,5.483333333,Sociology (B.A)
8,2,8,6,6.06,Science,8,7.666666667,Computer Engineering (B.Tech)
4,2,10,2,5.17,Commerce,6,6.733333333,Economics (B.Com)
2,8,10,10,9.69,Humanities,5,6.633333333,Political Science (B.A)
4,10,0,4,7.8,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,4,10,8,8.22,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,4,8,0,7.62,Humanities,5,5.583333333,Art History (B.A)
0,0,2,6,9.94,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,2,8,0,9.42,Commerce,6,6.833333333,Finance (B.Com)
4,2,8,10,9.57,Humanities,5,5.516666667,History (B.A)
10,6,4,2,9.29,Science,8,7.35,Psychology (B.Sc)
6,4,10,0,7.49,Commerce,6,6.9,Marketing (B.Com)
6,4,6,4,7.36,Humanities,5,6.266666667,English Literature (B.A)
0,10,4,6,6.92,Science,8,7.466666667,Physics (B.Sc)
2,8,10,2,5.61,Commerce,6,6.833333333,Accounting (B.Com)
2,2,2,2,8.23,Humanities,5,5.533333333,Philosophy (B.A)
10,0,2,6,6.63,Science,8,7.283333333,Biology (B.Sc)
0,6,2,4,8.23,Commerce,6,6.8,International Business (B.Com)
6,8,8,10,5.79,Humanities,5,5.483333333,Sociology (B.A)
4,0,8,8,7.28,Science,8,7.666666667,Computer Engineering (B.Tech)
6,10,4,4,9.96,Commerce,6,6.733333333,Economics (B.Com)
4,6,6,2,6.77,Humanities,5,6.633333333,Political Science (B.A)
8,4,4,6,8.47,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,8,2,2,6.29,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,10,8,10,5.84,Humanities,5,5.583333333,Art History (B.A)
10,8,2,8,6.35,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,8,10,5.65,Commerce,6,6.833333333,Finance (B.Com)
6,10,4,8,6.67,Humanities,5,5.516666667,History (B.A)
2,8,10,0,8.52,Science,8,7.35,Psychology (B.Sc)
8,6,10,0,6.75,Commerce,6,6.9,Marketing (B.Com)
2,8,6,10,8.94,Humanities,5,6.266666667,English Literature (B.A)
10,8,10,10,8.18,Science,8,7.466666667,Physics (B.Sc)
8,4,0,8,9.86,Commerce,6,6.833333333,Accounting (B.Com)
10,10,0,8,6.4,Humanities,5,5.533333333,Philosophy (B.A)
10,10,8,2,8.31,Science,8,7.283333333,Biology (B.Sc)
8,10,2,10,7.84,Commerce,6,6.8,International Business (B.Com)
2,6,0,10,5.89,Humanities,5,5.483333333,Sociology (B.A)
10,2,6,4,8.22,Science,8,7.666666667,Computer Engineering (B.Tech)
10,0,6,10,7.21,Commerce,6,6.733333333,Economics (B.Com)
10,4,6,10,8.83,Humanities,5,6.633333333,Political Science (B.A)
4,8,4,10,7.77,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,0,2,4,8.83,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,0,8,10,7.62,Humanities,5,5.583333333,Art History (B.A)
4,0,8,4,6.5,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,2,6,6,7.62,Commerce,6,6.833333333,Finance (B.Com)
10,2,8,2,7.94,Humanities,5,5.516666667,History (B.A)
0,10,4,0,5.55,Science,8,7.35,Psychology (B.Sc)
4,8,0,8,8.94,Commerce,6,6.9,Marketing (B.Com)
4,10,8,10,8.62,Humanities,5,6.266666667,English Literature (B.A)
0,6,2,4,5.63,Science,8,7.466666667,Physics (B.Sc)
0,6,10,8,7.9,Commerce,6,6.833333333,Accounting (B.Com)
4,2,6,8,7.91,Humanities,5,5.533333333,Philosophy (B.A)
0,8,8,10,10,Science,8,7.283333333,Biology (B.Sc)
2,6,2,2,9.9,Commerce,6,6.8,International Business (B.Com)
8,8,10,4,9.65,Humanities,5,5.483333333,Sociology (B.A)
4,8,6,6,7.32,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,6,4,7.82,Commerce,6,6.733333333,Economics (B.Com)
4,10,10,8,9.37,Humanities,5,6.633333333,Political Science (B.A)
6,6,10,0,5.26,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,10,10,6,9.95,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,8,8,6,9.99,Humanities,5,5.583333333,Art History (B.A)
4,0,0,8,6.69,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,8,10,0,6.85,Commerce,6,6.833333333,Finance (B.Com)
4,10,8,6,7.78,Humanities,5,5.516666667,History (B.A)
4,4,0,10,5.71,Science,8,7.35,Psychology (B.Sc)
0,4,4,10,9.31,Commerce,6,6.9,Marketing (B.Com)
6,10,6,6,6.71,Humanities,5,6.266666667,English Literature (B.A)
0,6,8,10,5.36,Science,8,7.466666667,Physics (B.Sc)
2,6,6,8,6.43,Commerce,6,6.833333333,Accounting (B.Com)
6,2,4,0,5.78,Humanities,5,5.533333333,Philosophy (B.A)
6,0,8,0,9.28,Science,8,7.283333333,Biology (B.Sc)
8,2,6,8,6.59,Commerce,6,6.8,International Business (B.Com)
10,6,6,8,8.89,Humanities,5,5.483333333,Sociology (B.A)
4,10,10,6,5.56,Science,8,7.666666667,Computer Engineering (B.Tech)
10,0,4,2,9.48,Commerce,6,6.733333333,Economics (B.Com)
10,2,8,0,9.71,Humanities,5,6.633333333,Political Science (B.A)
0,8,8,0,6.1,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,0,8,2,8.16,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,8,10,6,8.76,Humanities,5,5.583333333,Art History (B.A)
6,10,8,6,8.64,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,6,6,6,7.08,Commerce,6,6.833333333,Finance (B.Com)
10,0,10,8,7.64,Humanities,5,5.516666667,History (B.A)
8,10,0,10,8.22,Science,8,7.35,Psychology (B.Sc)
4,8,0,8,5.48,Commerce,6,6.9,Marketing (B.Com)
8,6,2,10,5.82,Humanities,5,6.266666667,English Literature (B.A)
10,6,4,10,9.75,Science,8,7.466666667,Physics (B.Sc)
8,0,10,2,9.85,Commerce,6,6.833333333,Accounting (B.Com)
2,0,8,4,8.15,Humanities,5,5.533333333,Philosophy (B.A)
8,4,8,4,5.01,Science,8,7.283333333,Biology (B.Sc)
0,6,6,6,9.39,Commerce,6,6.8,International Business (B.Com)
2,0,10,6,5.68,Humanities,5,5.483333333,Sociology (B.A)
6,6,8,6,5.49,Science,8,7.666666667,Computer Engineering (B.Tech)
8,2,0,2,5.51,Commerce,6,6.733333333,Economics (B.Com)
6,4,10,8,8.52,Humanities,5,6.633333333,Political Science (B.A)
10,4,4,2,8.69,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,0,0,10,8.62,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,10,6,4,8.6,Humanities,5,5.583333333,Art History (B.A)
2,0,8,8,9.42,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,4,8,2,7.39,Commerce,6,6.833333333,Finance (B.Com)
8,6,10,6,7.32,Humanities,5,5.516666667,History (B.A)
4,4,4,8,9.29,Science,8,7.35,Psychology (B.Sc)
0,8,6,10,8.01,Commerce,6,6.9,Marketing (B.Com)
8,8,4,2,6.08,Humanities,5,6.266666667,English Literature (B.A)
8,6,8,10,5.69,Science,8,7.466666667,Physics (B.Sc)
8,10,4,4,7.05,Commerce,6,6.833333333,Accounting (B.Com)
0,4,2,4,5.39,Humanities,5,5.533333333,Philosophy (B.A)
6,4,0,0,5.11,Science,8,7.283333333,Biology (B.Sc)
4,4,2,8,8.39,Commerce,6,6.8,International Business (B.Com)
4,10,10,6,6.06,Humanities,5,5.483333333,Sociology (B.A)
8,2,2,4,7.64,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,10,0,6.6,Commerce,6,6.733333333,Economics (B.Com)
6,4,0,8,6.46,Humanities,5,6.633333333,Political Science (B.A)
4,6,10,6,7.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,0,4,4,6.73,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,10,4,6,6.46,Humanities,5,5.583333333,Art History (B.A)
10,10,4,8,6.37,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,10,6,0,5.91,Science,8,,Computer Science (B.Sc)
6,4,0,2,8.74,Commerce,6,,Business Administration (B.Com)
2,10,10,2,5.52,Humanities,5,,Psychology (B.A)
6,10,6,4,9.82,Science,8,,Electrical Engineering (B.Tech)
0,8,10,2,9.35,Commerce,6,,Finance (B.Com)
2,8,6,6,9.3,Humanities,5,,English Literature (B.A)
0,8,0,4,8.28,Science,8,,Chemistry (B.Sc)
0,8,0,10,5.31,Commerce,6,,Marketing (B.Com)
2,4,10,8,9.69,Humanities,5,,History (B.A)
0,2,2,8,5.45,Science,8,,Mechanical Engineering (B.Tech)
8,8,6,4,5.76,Commerce,6,,Accounting (B.Com)
2,10,6,6,7.88,Humanities,5,,Philosophy (B.A)
8,8,6,2,7.52,Science,8,,Biology (B.Sc)
6,0,2,4,9.99,Commerce,6,,International Business (B.Com)
6,8,2,0,5.51,Humanities,5,,Sociology (B.A)
10,4,2,2,6.02,Science,8,,Computer Engineering (B.Tech)
10,0,0,2,5.19,Commerce,6,,Economics (B.Com)
2,2,0,2,7.28,Humanities,5,,Political Science (B.A)
8,0,2,0,8.09,Science,8,,Electrical Engineering (B.Tech)
10,8,10,0,7.34,Commerce,6,,Human Resource Management (B.Com)
2,8,10,4,7.16,Humanities,5,,Art History (B.A)
8,6,4,8,7.82,Science,8,,Chemical Engineering (B.Tech)
10,10,2,8,8.43,Commerce,6,,Finance (B.Com)
6,6,6,10,8.74,Humanities,5,,History (B.A)
8,0,6,6,5.69,Science,8,,Psychology (B.Sc)
6,10,10,6,7.05,Commerce,6,,Marketing (B.Com)
0,2,6,2,5.5,Humanities,5,,English Literature (B.A)
10,2,2,8,6.62,Science,8,,Physics (B.Sc)
0,10,8,6,9.86,Commerce,6,,Accounting (B.Com)
0,6,10,10,8.59,Humanities,5,,Philosophy (B.A)
0,10,4,10,7.76,Science,8,,Biology (B.Sc)
0,10,6,10,8.17,Commerce,6,,International Business (B.Com)
2,10,6,2,8.63,Humanities,5,,Sociology (B.A)
8,4,0,2,8.44,Science,8,,Computer Engineering (B.Tech)
10,10,4,10,5.51,Commerce,6,,Economics (B.Com)
10,0,8,8,5.99,Humanities,5,,Political Science (B.A)
0,2,6,2,7.05,Science,8,,Electrical Engineering (B.Tech)
0,2,0,4,9.23,Commerce,6,,Human Resource Management (B.Com)
0,8,0,8,9.29,Humanities,5,,Art History (B.A)
2,6,10,4,8.79,Science,8,,Chemical Engineering (B.Tech)
4,0,4,10,8.19,Commerce,6,,Finance (B.Com)
4,6,2,4,8.69,Humanities,5,,History (B.A)
4,2,0,10,9.48,Science,8,,Psychology (B.Sc)
4,0,10,6,7.76,Commerce,6,,Marketing (B.Com)
4,2,10,2,5.04,Humanities,5,,English Literature (B.A)
2,8,10,4,7.09,Science,8,,Physics (B.Sc)
10,4,2,8,6.43,Commerce,6,,Accounting (B.Com)
6,8,0,0,8.49,Humanities,5,,Philosophy (B.A)
10,6,2,0,8.83,Science,8,,Biology (B.Sc)
0,2,4,2,7.77,Commerce,6,,International Business (B.Com)
8,8,8,4,5.38,Humanities,5,,Sociology (B.A)
0,10,2,6,8.29,Science,8,,Computer Engineering (B.Tech)
4,4,8,8,6.53,Commerce,6,,Economics (B.Com)
4,2,6,6,5.68,Humanities,5,,Political Science (B.A)
8,10,4,2,7.14,Science,8,,Electrical Engineering (B.Tech)
8,0,6,4,6.24,Commerce,6,,Human Resource Management (B.Com)
6,0,4,0,7.76,Humanities,5,,Art History (B.A)
8,10,4,8,8.3,Science,8,,Chemical Engineering (B.Tech)
4,4,10,4,5.37,Commerce,6,,Finance (B.Com)
8,6,8,0,8.79,Humanities,5,,History (B.A)
10,2,10,0,5.96,Science,8,,Psychology (B.Sc)
10,6,0,10,7.64,Commerce,6,,Marketing (B.Com)
4,0,2,0,5.8,Humanities,5,,English Literature (B.A)
8,4,6,0,8.92,Science,8,,Physics (B.Sc)
6,4,2,10,6.29,Commerce,6,,Accounting (B.Com)
10,2,0,4,5.91,Humanities,5,,Philosophy (B.A)
6,10,0,10,6.83,Science,8,,Biology (B.Sc)
2,8,4,8,7.25,Commerce,6,,International Business (B.Com)
0,6,6,10,5.98,Humanities,5,,Sociology (B.A)
10,0,6,10,9.11,Science,8,,Computer Engineering (B.Tech)
2,4,6,0,8.93,Commerce,6,,Economics (B.Com)
6,8,2,10,8.54,Humanities,5,,Political Science (B.A)
4,0,8,2,7.95,Science,8,,Electrical Engineering (B.Tech)
8,2,0,6,9.89,Commerce,6,,Human Resource Management (B.Com)
6,8,6,4,5.49,Humanities,5,,Art History (B.A)
0,2,8,2,5.92,Science,8,,Chemical Engineering (B.Tech)
6,8,10,4,7.47,Commerce,6,,Finance (B.Com)
2,0,10,0,7.61,Humanities,5,,History (B.A)
2,4,2,4,7.04,Science,8,,Psychology (B.Sc)
6,4,0,2,6.98,Commerce,6,,Marketing (B.Com)
6,10,0,4,6,Humanities,5,,English Literature (B.A)
4,10,10,4,6.21,Science,8,,Physics (B.Sc)
8,10,10,8,8.23,Commerce,6,,Accounting (B.Com)
8,4,8,8,8.47,Humanities,5,,Philosophy (B.A)
10,4,8,8,8.28,Science,8,,Biology (B.Sc)
0,10,4,2,5.59,Commerce,6,,International Business (B.Com)
6,10,6,4,8.49,Humanities,5,,Sociology (B.A)
10,0,10,8,5.39,Science,8,,Computer Engineering (B.Tech)
0,0,0,4,7.2,Commerce,6,,Economics (B.Com)
6,2,8,8,5.43,Humanities,5,,Political Science (B.A)
2,8,4,10,5.82,Science,8,,Electrical Engineering (B.Tech)
4,4,10,4,9.16,Commerce,6,,Human Resource Management (B.Com)
2,10,6,2,5.83,Humanities,5,,Art History (B.A)
4,6,2,6,8.5,Science,8,,Chemical Engineering (B.Tech)
0,2,8,8,5.23,Commerce,6,,Finance (B.Com)
0,10,2,0,9.46,Humanities,5,,History (B.A)
2,0,8,4,5.46,Science,8,,Psychology (B.Sc)
2,2,0,2,6.69,Commerce,6,,Marketing (B.Com)
4,8,6,6,7.95,Humanities,5,,English Literature (B.A)
2,4,6,6,6.75,Science,8,,Physics (B.Sc)
4,2,0,0,9.23,Commerce,6,,Accounting (B.Com)
8,10,8,8,5.96,Humanities,5,,Philosophy (B.A)
0,10,0,10,5.46,Science,8,,Biology (B.Sc)
10,10,2,2,9.64,Commerce,6,,International Business (B.Com)
2,6,2,6,9.09,Humanities,5,,Sociology (B.A)
0,8,8,6,9.7,Science,8,,Computer Engineering (B.Tech)
4,0,2,2,6.55,Commerce,6,,Economics (B.Com)
2,2,8,8,7.82,Humanities,5,,Political Science (B.A)
6,4,6,6,7.45,Science,8,,Electrical Engineering (B.Tech)
