Logical Reasoning,Communication Skills,Quantitative Skills,Analytical Skills,English,Maths,Physics,Biology,Chemistry,Accounting,Economics,Business Studies,History,Sociology,Politics,High School CGPA,Stream,Stream_Point,AveragePoint,Recommended Course
4,2,0,10,122,197,0,0,0,51,98,122,0,0,0,9.48,Science,8,,Psychology (B.Sc)
4,0,10,6,172,147,0,0,0,0,0,0,8,118,131,7.76,Commerce,6,,Marketing (B.Com)
4,2,10,2,91,180,165,185,65,0,0,0,0,0,0,5.04,Humanities,5,,English Literature (B.A)
2,8,10,4,49,171,0,0,0,73,33,93,0,0,0,7.09,Science,8,,Physics (B.Sc)
10,4,2,8,161,88,0,0,0,0,0,0,123,136,137,6.43,Commerce,6,,Accounting (B.Com)
6,8,0,0,93,66,100,86,19,0,0,0,0,0,0,8.49,Humanities,5,,Philosophy (B.A)
10,6,2,0,123,21,0,0,0,38,108,108,0,0,0,8.83,Science,8,,Biology (B.Sc)
0,2,4,2,37,173,0,0,0,0,0,0,99,15,155,7.77,Commerce,6,,International Business (B.Com)
8,8,8,4,35,37,23,199,47,0,0,0,0,0,0,5.38,Humanities,5,,Sociology (B.A)
0,10,2,6,117,69,0,0,0,23,111,167,0,0,0,8.29,Science,8,,Computer Engineering (B.Tech)
4,4,8,8,14,23,0,0,0,0,0,0,151,187,195,6.53,Commerce,6,,Economics (B.Com)
4,2,6,6,176,94,12,51,84,0,0,0,0,0,0,5.68,Humanities,5,,Political Science (B.A)
8,10,4,2,46,95,0,0,0,41,124,35,0,0,0,7.14,Science,8,,Electrical Engineering (B.Tech)
8,0,6,4,9,163,0,0,0,0,0,0,134,119,14,6.24,Commerce,6,,Human Resource Management (B.Com)
6,0,4,0,156,135,176,64,44,0,0,0,0,0,0,7.76,Humanities,5,,Art History (B.A)
8,10,4,8,67,171,0,0,0,30,69,71,0,0,0,8.3,Science,8,,Chemical Engineering (B.Tech)
4,4,10,4,142,50,0,0,0,0,0,0,24,80,27,5.37,Commerce,6,,Finance (B.Com)
8,6,8,0,147,32,86,64,44,0,0,0,0,0,0,8.79,Humanities,5,,History (B.A)
10,2,10,0,116,81,0,0,0,5,130,144,0,0,0,5.96,Science,8,,Psychology (B.Sc)
10,6,0,10,67,195,0,0,0,0,0,0,142,192,133,7.64,Commerce,6,,Marketing (B.Com)
4,0,2,0,163,55,159,155,165,0,0,0,0,0,0,5.8,Humanities,5,,English Literature (B.A)
8,4,6,0,69,55,0,0,0,60,174,22,0,0,0,8.92,Science,8,,Physics (B.Sc)
6,4,2,10,31,187,0,0,0,0,0,0,167,99,88,6.29,Commerce,6,,Accounting (B.Com)
10,2,0,4,95,156,129,85,131,0,0,0,0,0,0,5.91,Humanities,5,,Philosophy (B.A)
6,10,0,10,128,200,0,0,0,104,173,151,0,0,0,6.83,Science,8,,Biology (B.Sc)
2,8,4,8,124,124,0,0,0,0,0,0,7,91,170,7.25,Commerce,6,,International Business (B.Com)
0,6,6,10,9,121,190,104,2,0,0,0,0,0,0,5.98,Humanities,5,,Sociology (B.A)
10,0,6,10,77,188,0,0,0,90,149,46,0,0,0,9.11,Science,8,,Computer Engineering (B.Tech)
2,4,6,0,88,123,0,0,0,0,0,0,165,25,38,8.93,Commerce,6,,Economics (B.Com)
6,8,2,10,172,81,10,128,32,0,0,0,0,0,0,8.54,Humanities,5,,Political Science (B.A)
4,0,8,2,84,166,0,0,0,120,157,84,0,0,0,7.95,Science,8,,Electrical Engineering (B.Tech)
8,2,0,6,27,24,0,0,0,0,0,0,173,24,98,9.89,Commerce,6,,Human Resource Management (B.Com)
6,8,6,4,128,48,130,107,73,0,0,0,0,0,0,5.49,Humanities,5,,Art History (B.A)
0,2,8,2,45,160,0,0,0,135,94,28,0,0,0,5.92,Science,8,,Chemical Engineering (B.Tech)
6,8,10,4,180,98,0,0,0,0,0,0,190,187,99,7.47,Commerce,6,,Finance (B.Com)
2,0,10,0,121,94,42,68,70,0,0,0,0,0,0,7.61,Humanities,5,,History (B.A)
2,4,2,4,51,13,0,0,0,101,181,140,0,0,0,7.04,Science,8,,Psychology (B.Sc)
6,4,0,2,73,62,0,0,0,0,0,0,12,84,109,6.98,Commerce,6,,Marketing (B.Com)
6,10,0,4,18,68,118,148,169,0,0,0,0,0,0,6,Humanities,5,,English Literature (B.A)
4,10,10,4,69,166,0,0,0,113,158,74,0,0,0,6.21,Science,8,,Physics (B.Sc)
8,10,10,8,30,79,0,0,0,0,0,0,21,100,38,8.23,Commerce,6,,Accounting (B.Com)
8,4,8,8,35,32,80,130,33,0,0,0,0,0,0,8.47,Humanities,5,,Philosophy (B.A)
10,4,8,8,142,141,0,0,0,49,72,159,0,0,0,8.28,Science,8,,Biology (B.Sc)
0,10,4,2,45,14,0,0,0,0,0,0,44,53,109,5.59,Commerce,6,,International Business (B.Com)
6,10,6,4,186,83,131,117,134,0,0,0,0,0,0,8.49,Humanities,5,,Sociology (B.A)
10,0,10,8,92,155,0,0,0,81,26,61,0,0,0,5.39,Science,8,,Computer Engineering (B.Tech)
0,0,0,4,158,145,0,0,0,0,0,0,79,146,196,7.2,Commerce,6,,Economics (B.Com)
6,2,8,8,10,18,145,79,122,0,0,0,0,0,0,5.43,Humanities,5,,Political Science (B.A)
2,8,4,10,45,1,0,0,0,153,48,118,0,0,0,5.82,Science,8,,Electrical Engineering (B.Tech)
4,4,10,4,5,125,0,0,0,0,0,0,110,158,53,9.16,Commerce,6,,Human Resource Management (B.Com)
2,10,6,2,47,59,52,128,14,0,0,0,0,0,0,5.83,Humanities,5,,Art History (B.A)
4,6,2,6,73,176,0,0,0,90,23,187,0,0,0,8.5,Science,8,,Chemical Engineering (B.Tech)
0,2,8,8,150,176,0,0,0,0,0,0,189,110,185,5.23,Commerce,6,,Finance (B.Com)
0,10,2,0,117,188,96,175,143,0,0,0,0,0,0,9.46,Humanities,5,,History (B.A)
2,0,8,4,177,113,0,0,0,35,35,48,0,0,0,5.46,Science,8,,Psychology (B.Sc)
2,2,0,2,31,24,0,0,0,0,0,0,41,188,37,6.69,Commerce,6,,Marketing (B.Com)
4,8,6,6,171,36,91,121,31,0,0,0,0,0,0,7.95,Humanities,5,,English Literature (B.A)
2,4,6,6,152,107,0,0,0,87,167,94,0,0,0,6.75,Science,8,,Physics (B.Sc)
4,2,0,0,127,38,0,0,0,0,0,0,127,86,100,9.23,Commerce,6,,Accounting (B.Com)
8,10,8,8,181,52,104,189,180,0,0,0,0,0,0,5.96,Humanities,5,,Philosophy (B.A)
0,10,0,10,141,31,0,0,0,110,27,49,0,0,0,5.46,Science,8,,Biology (B.Sc)
10,10,2,2,119,83,0,0,0,0,0,0,115,53,185,9.64,Commerce,6,,International Business (B.Com)
2,6,2,6,145,198,24,125,6,0,0,0,0,0,0,9.09,Humanities,5,,Sociology (B.A)
0,8,8,6,180,21,0,0,0,180,142,124,0,0,0,9.7,Science,8,,Computer Engineering (B.Tech)
4,0,2,2,180,118,0,0,0,0,0,0,150,100,101,6.55,Commerce,6,,Economics (B.Com)
2,2,8,8,137,78,163,50,101,0,0,0,0,0,0,7.82,Humanities,5,,Political Science (B.A)
6,4,6,6,139,15,0,0,0,192,177,100,0,0,0,7.45,Science,8,,Electrical Engineering (B.Tech)
8,4,4,4,75,179,0,0,0,0,0,0,164,28,70,6.91,Commerce,6,,Human Resource Management (B.Com)
10,0,10,2,105,65,91,136,126,0,0,0,0,0,0,9.41,Humanities,5,,Art History (B.A)
8,8,4,6,57,161,0,0,0,67,171,99,0,0,0,5.68,Science,8,,Chemical Engineering (B.Tech)
4,10,2,6,45,159,0,0,0,0,0,0,187,64,158,5.39,Commerce,6,,Finance (B.Com)
0,2,2,8,182,188,20,200,139,0,0,0,0,0,0,6.25,Humanities,5,,History (B.A)
6,4,6,10,179,67,0,0,0,0,166,13,0,0,0,8.07,Science,8,,Psychology (B.Sc)
2,4,4,6,182,101,0,0,0,0,0,0,99,81,150,5.44,Commerce,6,,Marketing (B.Com)
8,2,6,0,146,143,74,63,183,0,0,0,0,0,0,9.77,Humanities,5,,English Literature (B.A)
0,6,0,8,187,144,0,0,0,22,19,133,0,0,0,8.06,Science,8,,Physics (B.Sc)
2,0,6,2,120,96,0,0,0,0,0,0,141,99,23,6.86,Commerce,6,,Accounting (B.Com)
6,4,6,2,156,158,72,12,51,0,0,0,0,0,0,6.32,Humanities,5,,Philosophy (B.A)
8,0,2,8,151,138,0,0,0,188,176,36,0,0,0,6.67,Science,8,,Biology (B.Sc)
10,0,0,6,180,59,0,0,0,0,0,0,182,125,125,8.99,Commerce,6,,International Business (B.Com)
6,0,4,4,58,190,126,32,152,0,0,0,0,0,0,7.43,Humanities,5,,Sociology (B.A)
10,8,0,2,104,142,0,0,0,24,57,81,0,0,0,7.95,Science,8,,Computer Engineering (B.Tech)
10,4,4,10,12,113,0,0,0,0,0,0,31,195,26,6.01,Commerce,6,,Economics (B.Com)
8,8,4,6,153,1,135,88,177,0,0,0,0,0,0,5.28,Humanities,5,,Political Science (B.A)
2,4,6,2,107,162,0,0,0,8,154,175,0,0,0,9.87,Science,8,,Electrical Engineering (B.Tech)
6,4,10,2,137,101,0,0,0,0,0,0,100,33,40,7.53,Commerce,6,,Human Resource Management (B.Com)
8,8,10,10,115,153,85,76,89,0,0,0,0,0,0,9.18,Humanities,5,,Art History (B.A)
8,4,4,8,145,11,0,0,0,133,38,22,0,0,0,9.71,Science,8,,Chemical Engineering (B.Tech)
10,6,4,0,121,68,0,0,0,0,0,0,61,123,143,5.78,Commerce,6,,Finance (B.Com)
8,8,10,0,99,95,47,174,154,0,0,0,0,0,0,7.03,Humanities,5,,History (B.A)
6,0,0,6,151,25,0,0,0,168,101,44,0,0,0,6.7,Science,8,,Psychology (B.Sc)
8,6,8,4,57,199,0,0,0,0,0,0,20,198,29,7.35,Commerce,6,,Marketing (B.Com)
6,10,8,0,40,73,155,3,101,0,0,0,0,0,0,6.96,Humanities,5,,English Literature (B.A)
10,2,0,8,91,19,0,0,0,165,106,8,0,0,0,8.8,Science,8,,Physics (B.Sc)
8,8,4,10,8,65,0,0,0,0,0,0,126,191,10,8.24,Commerce,6,,Accounting (B.Com)
10,2,0,0,141,115,65,50,184,0,0,0,0,0,0,8.8,Humanities,5,,Philosophy (B.A)
2,2,4,4,105,200,0,0,0,128,100,149,0,0,0,7.05,Science,8,,Biology (B.Sc)
2,10,10,8,20,35,0,0,0,0,0,0,152,125,21,6.04,Commerce,6,,International Business (B.Com)
10,2,8,6,146,74,155,61,71,0,0,0,0,0,0,5.15,Humanities,5,,Sociology (B.A)
10,2,0,4,124,67,0,0,0,137,34,37,0,0,0,9.99,Science,8,,Computer Engineering (B.Tech)
0,10,0,10,73,52,0,0,0,0,0,0,56,10,43,8.42,Commerce,6,,Economics (B.Com)
2,10,0,10,148,2,78,116,131,0,0,0,0,0,0,5.13,Humanities,5,,Political Science (B.A)
8,8,8,10,86,180,0,0,0,122,53,104,0,0,0,9.13,Science,8,,Electrical Engineering (B.Tech)
0,2,2,8,69,21,0,0,0,0,0,0,97,183,177,9.63,Commerce,6,,Human Resource Management (B.Com)
8,0,6,2,135,155,12,141,65,0,0,0,0,0,0,7.13,Humanities,5,,Art History (B.A)
2,8,8,6,179,63,0,0,0,41,74,77,0,0,0,9.81,Science,8,,Chemical Engineering (B.Tech)
8,0,2,10,185,62,0,0,0,0,0,0,117,140,183,5.57,Commerce,6,,Finance (B.Com)
4,8,4,0,54,134,190,70,76,0,0,0,0,0,0,7.14,Humanities,5,,History (B.A)
6,10,4,10,161,1,0,0,0,155,11,0,0,0,0,9.51,Science,8,,Psychology (B.Sc)
2,6,4,0,102,95,0,0,0,0,0,0,77,6,8,6.07,Commerce,6,,Marketing (B.Com)
0,2,2,6,83,94,63,160,155,0,0,0,0,0,0,8.19,Humanities,5,,English Literature (B.A)
2,6,4,8,163,137,0,0,0,83,31,34,0,0,0,9.14,Science,8,,Physics (B.Sc)
2,8,0,8,191,141,0,0,0,0,0,0,143,170,122,8.03,Commerce,6,,Accounting (B.Com)
0,6,2,0,123,95,77,85,142,0,0,0,0,0,0,8.28,Humanities,5,,Philosophy (B.A)
2,0,6,2,160,45,0,0,0,8,41,92,0,0,0,5.81,Science,8,,Biology (B.Sc)
0,6,10,4,70,48,0,0,0,0,0,0,123,113,121,5.08,Commerce,6,,International Business (B.Com)
2,10,6,0,144,176,77,79,182,0,0,0,0,0,0,5.76,Humanities,5,,Sociology (B.A)
2,2,2,2,153,20,0,0,0,132,157,167,0,0,0,5.95,Science,8,,Computer Engineering (B.Tech)
8,0,6,6,81,168,0,0,0,0,0,0,41,89,86,9.3,Commerce,6,,Economics (B.Com)
8,6,4,2,102,54,88,146,186,0,0,0,0,0,0,5.7,Humanities,5,,Political Science (B.A)
4,2,8,0,122,48,0,0,0,166,85,6,0,0,0,7.9,Science,8,,Electrical Engineering (B.Tech)
10,6,2,6,14,183,0,0,0,0,0,0,87,52,30,6.09,Commerce,6,,Human Resource Management (B.Com)
4,8,2,8,116,48,74,144,116,0,0,0,0,0,0,7.85,Humanities,5,,Art History (B.A)
4,4,0,2,42,94,0,0,0,91,71,198,0,0,0,8.7,Science,8,,Chemical Engineering (B.Tech)
10,8,0,4,21,136,0,0,0,0,0,0,57,65,87,9.46,Commerce,6,,Finance (B.Com)
8,2,6,4,26,16,71,25,117,0,0,0,0,0,0,7.28,Humanities,5,,History (B.A)
0,2,2,6,182,24,0,0,0,186,173,72,0,0,0,6.44,Science,8,,Psychology (B.Sc)
4,0,6,2,103,60,0,0,0,0,0,0,24,65,58,6,Commerce,6,,Marketing (B.Com)
2,6,10,8,22,57,22,195,121,0,0,0,0,0,0,8.04,Humanities,5,,English Literature (B.A)
2,10,6,10,131,160,0,0,0,146,113,85,0,0,0,7.16,Science,8,,Physics (B.Sc)
6,2,2,8,13,177,0,0,0,0,0,0,168,82,29,7.29,Commerce,6,,Accounting (B.Com)
0,0,2,0,70,37,11,129,123,0,0,0,0,0,0,5.16,Humanities,5,,Philosophy (B.A)
4,2,0,6,9,62,0,0,0,80,195,121,0,0,0,6.48,Science,8,,Biology (B.Sc)
0,0,8,0,87,77,0,0,0,0,0,0,174,36,124,8.21,Commerce,6,,International Business (B.Com)
4,0,10,6,13,61,1,46,17,0,0,0,0,0,0,9.5,Humanities,5,,Sociology (B.A)
0,4,4,10,199,53,0,0,0,86,88,78,0,0,0,6.63,Science,8,,Computer Engineering (B.Tech)
0,2,4,10,60,43,0,0,0,0,0,0,111,172,46,9.58,Commerce,6,,Economics (B.Com)
2,8,8,8,50,48,157,59,8,0,0,0,0,0,0,9.19,Humanities,5,,Political Science (B.A)
8,8,6,0,87,12,0,0,0,133,193,32,0,0,0,6.52,Science,8,,Electrical Engineering (B.Tech)
10,8,6,10,92,12,0,0,0,0,0,0,5,141,145,7.05,Commerce,6,,Human Resource Management (B.Com)
0,2,2,8,146,187,182,197,188,0,0,0,0,0,0,8.12,Humanities,5,,Art History (B.A)
0,4,0,4,35,25,0,0,0,173,98,127,0,0,0,8,Science,8,,Chemical Engineering (B.Tech)
2,0,0,10,84,85,0,0,0,0,0,0,21,74,34,9.76,Commerce,6,,Finance (B.Com)
6,0,8,2,78,0,192,183,52,0,0,0,0,0,0,8.13,Humanities,5,,History (B.A)
2,2,0,2,98,64,0,0,0,135,22,18,0,0,0,5.68,Science,8,,Psychology (B.Sc)
6,8,6,8,16,40,0,0,0,0,0,0,180,170,60,6.9,Commerce,6,,Marketing (B.Com)
8,4,6,10,42,158,77,39,77,0,0,0,0,0,0,7.34,Humanities,5,,English Literature (B.A)
6,6,8,4,45,39,0,0,0,157,51,32,0,0,0,6.02,Science,8,,Physics (B.Sc)
10,4,0,2,181,96,0,0,0,0,0,0,93,167,172,6.69,Commerce,6,,Accounting (B.Com)
4,8,8,4,190,84,199,196,166,0,0,0,0,0,0,8.97,Humanities,5,,Philosophy (B.A)
10,8,0,8,71,178,0,0,0,54,66,54,0,0,0,7.88,Science,8,,Biology (B.Sc)
4,2,2,6,166,145,0,0,0,0,0,0,33,173,86,9,Commerce,6,,International Business (B.Com)
8,2,0,8,41,17,169,33,58,0,0,0,0,0,0,6.48,Humanities,5,,Sociology (B.A)
0,2,10,2,108,6,0,0,0,90,71,122,0,0,0,6.7,Science,8,,Computer Engineering (B.Tech)
4,6,2,6,84,62,0,0,0,0,0,0,185,22,137,9.85,Commerce,6,,Economics (B.Com)
8,2,10,10,200,58,114,12,8,0,0,0,0,0,0,6.1,Humanities,5,,Political Science (B.A)
0,8,4,6,184,116,0,0,0,161,199,171,0,0,0,6.85,Science,8,,Electrical Engineering (B.Tech)
0,10,10,10,19,66,0,0,0,0,0,0,179,130,122,7.59,Commerce,6,,Human Resource Management (B.Com)
0,6,2,2,173,17,200,65,80,0,0,0,0,0,0,5.58,Humanities,5,,Art History (B.A)
4,10,2,8,182,181,0,0,0,81,40,85,0,0,0,8.52,Science,8,,Chemical Engineering (B.Tech)
2,0,8,10,34,188,0,0,0,0,0,0,67,3,146,9.94,Commerce,6,,Finance (B.Com)
2,0,2,10,125,97,138,51,1,0,0,0,0,0,0,5.11,Humanities,5,,History (B.A)
0,6,4,2,18,86,0,0,0,69,15,119,0,0,0,5.61,Science,8,,Psychology (B.Sc)
2,8,2,10,88,196,0,0,0,0,0,0,111,0,156,8.93,Commerce,6,,Marketing (B.Com)
8,2,0,2,42,31,198,71,16,0,0,0,0,0,0,9.39,Humanities,5,,English Literature (B.A)
0,8,8,0,136,146,0,0,0,71,119,33,0,0,0,9.94,Science,8,,Physics (B.Sc)
8,8,4,10,26,40,0,0,0,0,0,0,42,31,184,7.18,Commerce,6,,Accounting (B.Com)
6,6,8,8,100,37,55,187,187,0,0,0,0,0,0,5.02,Humanities,5,,Philosophy (B.A)
10,2,8,4,28,185,0,0,0,192,85,134,0,0,0,5.91,Science,8,,Biology (B.Sc)
4,10,4,10,40,149,0,0,0,0,0,0,58,171,199,8.27,Commerce,6,,International Business (B.Com)
2,0,4,4,63,10,116,95,99,0,0,0,0,0,0,6.11,Humanities,5,,Sociology (B.A)
8,6,0,6,19,97,0,0,0,182,94,189,0,0,0,5.6,Science,8,,Computer Engineering (B.Tech)
2,2,0,4,166,178,0,0,0,0,0,0,81,96,105,8.69,Commerce,6,,Economics (B.Com)
0,2,6,4,152,190,14,132,21,0,0,0,0,0,0,6.88,Humanities,5,,Political Science (B.A)
0,4,2,10,109,77,0,0,0,89,87,79,0,0,0,5.41,Science,8,,Electrical Engineering (B.Tech)
4,10,0,0,200,169,0,0,0,0,0,0,6,122,103,6.13,Commerce,6,,Human Resource Management (B.Com)
2,6,10,10,46,34,104,191,88,0,0,0,0,0,0,9.22,Humanities,5,,Art History (B.A)
2,2,2,10,67,90,0,0,0,176,23,8,0,0,0,6.37,Science,8,,Chemical Engineering (B.Tech)
0,0,2,0,103,82,0,0,0,0,0,0,78,36,146,5.8,Commerce,6,,Finance (B.Com)
6,0,10,4,185,18,115,138,74,0,0,0,0,0,0,7.21,Humanities,5,,History (B.A)
0,6,2,4,113,67,0,0,0,128,143,54,0,0,0,5.7,Science,8,,Psychology (B.Sc)
6,8,0,4,138,168,0,0,0,0,0,0,163,133,13,6.83,Commerce,6,,Marketing (B.Com)
0,0,2,6,26,149,113,10,98,0,0,0,0,0,0,5.33,Humanities,5,,English Literature (B.A)
2,10,6,0,44,147,0,0,0,46,25,180,0,0,0,6.79,Science,8,,Physics (B.Sc)
4,6,0,6,52,63,0,0,0,0,0,0,150,72,132,9.15,Commerce,6,,Accounting (B.Com)
4,0,4,6,164,130,64,113,49,0,0,0,0,0,0,7.82,Humanities,5,,Philosophy (B.A)
8,4,0,6,13,81,0,0,0,85,45,150,0,0,0,8.25,Science,8,,Biology (B.Sc)
10,10,0,0,128,3,0,0,0,0,0,0,144,176,145,9.17,Commerce,6,,International Business (B.Com)
4,8,8,2,165,108,130,27,33,0,0,0,0,0,0,8.02,Humanities,5,,Sociology (B.A)
10,10,6,6,129,107,0,0,0,79,23,194,0,0,0,7.57,Science,8,,Computer Engineering (B.Tech)
2,4,4,8,98,106,0,0,0,0,0,0,18,105,26,9.84,Commerce,6,,Economics (B.Com)
4,0,10,10,71,115,153,118,38,0,0,0,0,0,0,5.31,Humanities,5,,Political Science (B.A)
2,0,10,8,169,91,0,0,0,81,188,51,0,0,0,6.03,Science,8,,Electrical Engineering (B.Tech)
10,4,4,10,30,98,0,0,0,0,0,0,32,0,49,7.81,Commerce,6,,Human Resource Management (B.Com)
4,4,2,6,11,77,56,105,190,0,0,0,0,0,0,8.93,Humanities,5,,Art History (B.A)
2,2,10,6,58,189,0,0,0,34,51,183,0,0,0,5.04,Science,8,,Chemical Engineering (B.Tech)
4,4,10,2,21,20,0,0,0,0,0,0,70,73,2,7.4,Commerce,6,,Finance (B.Com)
4,8,6,10,39,199,51,28,129,0,0,0,0,0,0,8.99,Humanities,5,,History (B.A)
0,6,4,2,125,183,0,0,0,137,32,128,0,0,0,7.66,Science,8,,Psychology (B.Sc)
8,0,2,10,34,126,0,0,0,0,0,0,191,128,43,5.09,Commerce,6,,Marketing (B.Com)
0,2,0,4,84,117,22,151,31,0,0,0,0,0,0,9.22,Humanities,5,,English Literature (B.A)
6,2,10,0,57,142,0,0,0,198,107,24,0,0,0,9.37,Science,8,,Physics (B.Sc)
0,6,10,4,143,35,0,0,0,0,0,0,24,44,140,6.6,Commerce,6,,Accounting (B.Com)
10,2,10,10,84,63,144,126,37,0,0,0,0,0,0,5.24,Humanities,5,,Philosophy (B.A)
8,2,0,2,97,107,0,0,0,42,40,74,0,0,0,6.81,Science,8,,Biology (B.Sc)
4,10,6,4,150,23,0,0,0,0,0,0,156,107,195,7.91,Commerce,6,,International Business (B.Com)
4,2,2,6,152,57,170,33,88,0,0,0,0,0,0,7.72,Humanities,5,,Sociology (B.A)
6,2,0,0,76,35,0,0,0,147,96,125,0,0,0,5.76,Science,8,,Computer Engineering (B.Tech)
8,2,4,10,196,194,0,0,0,0,0,0,80,92,138,6.33,Commerce,6,,Economics (B.Com)
4,4,8,2,79,33,0,151,58,0,0,0,0,0,0,5.68,Humanities,5,,Political Science (B.A)
2,2,8,0,127,11,0,0,0,93,9,83,0,0,0,5.77,Science,8,,Electrical Engineering (B.Tech)
2,2,2,2,120,64,0,0,0,0,0,0,116,98,164,5.11,Commerce,6,,Human Resource Management (B.Com)
4,8,0,10,166,189,132,103,24,0,0,0,0,0,0,7.62,Humanities,5,,Art History (B.A)
2,8,2,2,166,34,0,0,0,24,88,67,0,0,0,5.48,Science,8,,Chemical Engineering (B.Tech)
10,4,8,0,135,198,0,0,0,0,0,0,82,146,166,7.81,Commerce,6,,Finance (B.Com)
6,6,6,10,148,103,66,43,46,0,0,0,0,0,0,8.09,Humanities,5,,History (B.A)
4,8,4,8,159,6,0,0,0,31,12,187,0,0,0,6.93,Science,8,,Psychology (B.Sc)
2,2,0,4,151,168,0,0,0,0,0,0,155,41,113,6.11,Commerce,6,,Marketing (B.Com)
2,10,6,4,141,190,151,101,170,0,0,0,0,0,0,8.65,Humanities,5,,English Literature (B.A)
0,8,6,0,26,19,0,0,0,168,42,87,0,0,0,8.12,Science,8,,Physics (B.Sc)
2,0,2,2,102,20,0,0,0,0,0,0,187,199,20,9.96,Commerce,6,,Accounting (B.Com)
6,6,2,8,126,18,153,89,108,0,0,0,0,0,0,5.82,Humanities,5,,Philosophy (B.A)
2,0,4,0,87,196,0,0,0,48,177,74,0,0,0,5.07,Science,8,,Biology (B.Sc)
4,4,4,0,167,24,0,0,0,0,0,0,114,121,36,7.09,Commerce,6,,International Business (B.Com)
10,8,10,0,131,193,125,133,13,0,0,0,0,0,0,9.08,Humanities,5,,Sociology (B.A)
4,8,6,8,47,54,0,0,0,99,53,91,0,0,0,7.17,Science,8,,Computer Engineering (B.Tech)
6,2,6,0,165,137,0,0,0,0,0,0,146,113,193,6.67,Commerce,6,,Economics (B.Com)
4,8,4,4,153,190,113,198,48,0,0,0,0,0,0,6.46,Humanities,5,,Political Science (B.A)
10,0,2,2,79,111,0,0,0,170,39,136,0,0,0,5.03,Science,8,,Electrical Engineering (B.Tech)
2,0,2,2,42,86,0,0,0,0,0,0,158,192,157,5.32,Commerce,6,,Human Resource Management (B.Com)
6,10,2,10,156,96,15,200,134,0,0,0,0,0,0,8.97,Humanities,5,,Art History (B.A)
8,8,4,8,58,151,0,0,0,197,157,120,0,0,0,8.43,Science,8,,Chemical Engineering (B.Tech)
8,2,6,4,156,67,0,0,0,0,0,0,90,124,73,7.65,Commerce,6,,Finance (B.Com)
2,0,0,2,85,17,175,125,96,0,0,0,0,0,0,5.8,Humanities,5,,History (B.A)
4,0,4,0,106,194,0,0,0,2,123,196,0,0,0,9.85,Science,8,,Psychology (B.Sc)
6,0,10,10,1,196,0,0,0,0,0,0,157,143,110,8.06,Commerce,6,,Marketing (B.Com)
0,4,8,4,98,60,92,0,166,0,0,0,0,0,0,9.39,Humanities,5,,English Literature (B.A)
8,6,0,4,34,100,0,0,0,70,11,25,0,0,0,8.69,Science,8,,Physics (B.Sc)
6,8,0,6,100,92,0,0,0,0,0,0,187,81,193,6.64,Commerce,6,,Accounting (B.Com)
0,10,10,8,111,99,118,87,119,0,0,0,0,0,0,8.21,Humanities,5,,Philosophy (B.A)
6,6,6,8,42,137,0,0,0,124,54,16,0,0,0,7.41,Science,8,,Biology (B.Sc)
0,8,10,8,135,109,0,0,0,0,0,0,63,41,66,8.97,Commerce,6,,International Business (B.Com)
10,2,8,10,56,96,140,40,188,0,0,0,0,0,0,6.68,Humanities,5,,Sociology (B.A)
10,4,2,8,162,32,0,0,0,136,175,25,0,0,0,5.08,Science,8,,Computer Engineering (B.Tech)
2,2,8,6,147,172,0,0,0,0,0,0,56,176,186,5.36,Commerce,6,,Economics (B.Com)
0,6,2,4,112,6,18,44,148,0,0,0,0,0,0,8.7,Humanities,5,,Political Science (B.A)
6,4,0,2,57,49,0,0,0,9,81,100,0,0,0,8.1,Science,8,,Electrical Engineering (B.Tech)
8,0,0,10,19,175,0,0,0,0,0,0,188,16,44,6.27,Commerce,6,,Human Resource Management (B.Com)
0,10,2,2,45,8,40,184,56,0,0,0,0,0,0,5.55,Humanities,5,,Art History (B.A)
10,6,0,0,185,11,0,0,0,105,179,35,0,0,0,9.8,Science,8,,Chemical Engineering (B.Tech)
6,2,8,8,177,82,0,0,0,0,0,0,118,68,45,7.51,Commerce,6,,Finance (B.Com)
4,4,8,8,66,70,198,74,17,0,0,0,0,0,0,5.64,Humanities,5,,History (B.A)
10,8,10,2,23,141,0,0,0,13,56,44,0,0,0,8.27,Science,8,,Psychology (B.Sc)
4,2,10,8,40,142,0,0,0,0,0,0,171,38,69,5.53,Commerce,6,,Marketing (B.Com)
2,8,2,6,41,139,176,50,184,0,0,0,0,0,0,9.21,Humanities,5,,English Literature (B.A)
6,10,6,0,44,125,0,0,0,142,192,102,0,0,0,7.9,Science,8,,Physics (B.Sc)
10,4,2,4,85,95,0,0,0,0,0,0,167,183,153,7.1,Commerce,6,,Accounting (B.Com)
6,4,10,8,21,137,56,189,129,0,0,0,0,0,0,6.27,Humanities,5,,Philosophy (B.A)
4,8,10,0,42,95,0,0,0,79,92,13,0,0,0,5.64,Science,8,,Biology (B.Sc)
6,8,0,0,140,103,0,0,0,0,0,0,167,128,198,8.82,Commerce,6,,International Business (B.Com)
10,6,8,4,159,179,68,147,191,0,0,0,0,0,0,7.92,Humanities,5,,Sociology (B.A)
4,10,4,10,37,65,0,0,0,80,139,159,0,0,0,6.92,Science,8,,Computer Engineering (B.Tech)
8,4,6,10,108,122,0,0,0,0,0,0,89,198,136,7.16,Commerce,6,,Economics (B.Com)
